Prompt,GPU Util,Power Draw,GPU Temp,GPU Clock,Mem Clock,Mem Used,Mem Util,Time,Time Delta,Iter
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932638000000000,113,415
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932637000000000,113,416
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932637000000000,113,417
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932637000000000,114,418
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932637000000000,114,419
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932636000000000,114,420
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932636000000000,114,421
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932636000000000,115,422
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932636000000000,115,423
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932635000000000,115,424
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932635000000000,115,425
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932635000000000,116,426
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932635000000000,116,427
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932635000000000,116,428
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932634000000000,116,429
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932634000000000,117,430
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932634000000000,117,431
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932634000000000,117,432
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932633000000000,117,433
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932633000000000,117,434
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932633000000000,118,435
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932633000000000,118,436
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932632000000000,118,437
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932632000000000,119,438
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932632000000000,119,439
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932631000000000,119,440
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932631000000000,119,441
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932631000000000,120,442
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932631000000000,120,443
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932631000000000,120,444
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932630000000000,120,445
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932630000000000,120,446
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932630000000000,121,447
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932630000000000,121,448
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932629000000000,121,449
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932629000000000,122,450
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932629000000000,122,451
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932629000000000,122,452
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932628000000000,122,453
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932628000000000,122,454
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932628000000000,123,455
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932628000000000,123,456
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932627000000000,123,457
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932627000000000,123,458
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932627000000000,124,459
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932627000000000,124,460
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932626000000000,124,461
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932626000000000,124,462
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932626000000000,125,463
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932626000000000,125,464
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932625000000000,125,465
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932625000000000,125,466
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932625000000000,126,467
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932625000000000,126,468
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932624000000000,126,469
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932624000000000,126,470
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932624000000000,127,471
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932624000000000,127,472
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932624000000000,127,473
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932623000000000,127,474
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932623000000000,128,475
Prompt 6,0.84,193.06,44.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932623000000000,128,476
Prompt 6,0.84,193.06,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932623000000000,128,477
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932622000000000,128,478
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932622000000000,128,479
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932622000000000,129,480
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932622000000000,129,481
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932621000000000,129,482
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932621000000000,130,483
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932621000000000,130,484
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932621000000000,130,485
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932620000000000,130,486
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932620000000000,130,487
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932620000000000,131,488
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932620000000000,131,489
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932620000000000,131,490
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932619000000000,131,491
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932619000000000,131,492
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932619000000000,132,493
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932619000000000,132,494
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932618000000000,132,495
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932618000000000,132,496
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932618000000000,133,497
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932618000000000,133,498
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932617000000000,133,499
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932617000000000,133,500
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932617000000000,134,501
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932617000000000,134,502
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932616000000000,134,503
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932616000000000,134,504
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932616000000000,135,505
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932616000000000,135,506
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932616000000000,135,507
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932615000000000,135,508
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932615000000000,135,509
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932615000000000,136,510
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932615000000000,136,511
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932614000000000,136,512
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932614000000000,136,513
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932614000000000,137,514
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932613000000000,137,515
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932613000000000,137,516
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932613000000000,138,517
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932613000000000,138,518
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932612000000000,138,519
Prompt 6,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932612000000000,138,520
,,,,,,,,-2208932612000000000,,
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932612000000000,139,1
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932612000000000,139,2
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932611000000000,139,3
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932611000000000,139,4
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932611000000000,140,5
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932611000000000,140,6
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932610000000000,140,7
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932610000000000,140,8
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932610000000000,141,9
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932610000000000,141,10
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932609000000000,141,11
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932609000000000,141,12
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932609000000000,142,13
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932609000000000,142,14
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932609000000000,142,15
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932608000000000,142,16
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932608000000000,142,17
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932608000000000,143,18
Prompt 7,0.85,196.24,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932608000000000,143,19
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932607000000000,143,20
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932607000000000,143,21
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932607000000000,144,22
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932607000000000,144,23
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932607000000000,144,24
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932606000000000,144,25
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932606000000000,144,26
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932606000000000,145,27
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932606000000000,145,28
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932606000000000,145,29
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932605000000000,145,30
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932605000000000,145,31
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932605000000000,146,32
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932605000000000,146,33
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932604000000000,146,34
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932604000000000,146,35
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932604000000000,146,36
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932604000000000,147,37
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932604000000000,147,38
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932603000000000,147,39
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932603000000000,147,40
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932603000000000,148,41
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932603000000000,148,42
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932603000000000,148,43
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932602000000000,148,44
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932602000000000,148,45
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932602000000000,149,46
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932602000000000,149,47
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932602000000000,149,48
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932601000000000,149,49
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932601000000000,149,50
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932601000000000,150,51
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932601000000000,150,52
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932600000000000,150,53
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932600000000000,150,54
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932600000000000,151,55
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932600000000000,151,56
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932599000000000,151,57
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932599000000000,151,58
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932599000000000,152,59
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932599000000000,152,60
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932599000000000,152,61
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932598000000000,152,62
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932598000000000,152,63
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932598000000000,153,64
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932598000000000,153,65
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932597000000000,153,66
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932597000000000,153,67
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932597000000000,154,68
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932597000000000,154,69
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932597000000000,154,70
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932596000000000,154,71
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932596000000000,154,72
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932596000000000,155,73
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932596000000000,155,74
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932595000000000,155,75
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932595000000000,155,76
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932595000000000,156,77
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932595000000000,156,78
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932595000000000,156,79
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932594000000000,156,80
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932594000000000,156,81
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932594000000000,157,82
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932594000000000,157,83
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932593000000000,157,84
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932593000000000,157,85
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932593000000000,158,86
Prompt 7,0.8200000000000001,192.09,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932593000000000,158,87
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932592000000000,158,88
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932592000000000,158,89
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932592000000000,159,90
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932592000000000,159,91
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932591000000000,159,92
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932591000000000,159,93
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932591000000000,160,94
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932591000000000,160,95
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932590000000000,160,96
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932590000000000,160,97
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932590000000000,161,98
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932590000000000,161,99
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932590000000000,161,100
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932589000000000,161,101
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932589000000000,161,102
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932589000000000,162,103
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932589000000000,162,104
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932588000000000,162,105
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932588000000000,163,106
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932588000000000,163,107
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932588000000000,163,108
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932587000000000,163,109
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932587000000000,163,110
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932587000000000,164,111
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932587000000000,164,112
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932586000000000,164,113
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932586000000000,164,114
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932586000000000,165,115
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932586000000000,165,116
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932585000000000,165,117
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932585000000000,165,118
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932585000000000,166,119
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932585000000000,166,120
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932584000000000,166,121
Prompt 7,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932584000000000,166,122
,,,,,,,,-2208932584000000000,,
Prompt 8,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932584000000000,167,1
Prompt 8,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932584000000000,167,2
Prompt 8,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932583000000000,167,3
Prompt 8,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932583000000000,167,4
Prompt 8,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932583000000000,168,5
Prompt 8,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932583000000000,168,6
Prompt 8,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932582000000000,168,7
Prompt 8,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932582000000000,168,8
Prompt 8,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932582000000000,169,9
Prompt 8,0.8300000000000001,190.19,45.0,1380000000.0,877000000.0,6667894784.0,0.55,-2208932582000000000,169,10
