GPU Util,Power Draw,GPU Temp,GPU Clock,Mem Used,Mem Util,Time,Time Delta,Iter,Resonse Time,Eval Rate
0.7542857142857143,244.55571428571426,57.0,1407857142.857143,6810201526.857142,0.39999999999999997,-2.2089420365714286e+18,100.28571428571429,4.0,3503282155,103.42598855109034
0.75,244.64,57.0,1410000000.0,6810501120.0,0.4,-2.208942034e+18,103.0,1.5,815358141,105.02428772582623
0.75,244.64,57.0,1410000000.0,6810501120.0,0.4,-2.208942032e+18,104.75,2.5,2481170763,105.1423490076357
0.75,244.64,57.0,1410000000.0,6810501120.0,0.4,-2.2089420305e+18,106.5,1.5,820617449,105.23346335629287
0.75,244.64,57.0,1410000000.0,6810501120.0,0.4000000000000001,-2.2089420286666668e+18,108.33333333333333,2.0,1320460907,105.73428279290928
0.75,244.63999999999996,57.0,1410000000.0,6810501120.0,0.4,-2.2089420264e+18,110.4,3.0,2632274891,104.69157438342025
0.75,240.62999999999997,59.0,1402500000.0,6810501120.0,0.3950000000000001,-2.2089420231666668e+18,113.83333333333333,3.5,3097646249,103.62476196030654
0.75,236.62,61.0,1395000000.0,6810501120.0,0.39,-2.208942019125e+18,117.875,4.5,4499598537,104.03610246534097
0.75,236.62,61.0,1395000000.0,6810501120.0,0.39,-2.2089420152500001e+18,121.75,2.5,2516069424,104.38930667038201
0.75,236.62,61.0,1395000000.0,6810501120.0,0.39,-2.208942014e+18,123.0,1.0,547976316,105.38158257049703
0.75,236.62,61.0,1395000000.0,6810501120.0,0.37444444444444447,-2.2089420105555558e+18,126.44444444444444,5.0,4828808182,102.11604170338374
0.5,75.35,58.0,1410000000.0,6810501120.0,0.25,-2.2089420064e+18,130.6,3.0,3070727283,104.35691406513496
0.5,75.35,58.0,1410000000.0,6810501120.0,0.25,-2.2089420036666668e+18,133.0,2.0,1575893468,104.33743219344872
0.5,75.35,58.0,1410000000.0,6810501120.0,0.25,-2.2089420025e+18,134.5,1.5,846810201,104.5121342480939
0.5,75.35,58.0,1410000000.0,6810501120.0,0.25,-2.208942001e+18,136.0,1.5,1009480018,105.91187097607906
0.5,75.35,58.0,1410000000.0,6810501120.0,0.25,-2.208941998125e+18,138.75,4.5,4183202026,103.23157394875619
0.6764705882352942,187.0135294117647,61.529411764705884,1399411764.7058823,6810501120.0,0.3488235294117647,-2.2089419909411766e+18,145.94117647058823,9.0,9357669759,102.03520583994755
0.75,233.54,63.0,1395000000.0,6810501120.0,0.39,-2.2089419855e+18,151.5,1.5,579472919,104.15108059360104
0.7513333333333333,234.54533333333333,63.266666666666666,1398000000.0,6810501120.0,0.3899999999999999,-2.208941980866667e+18,156.0,8.0,8076379130,102.88463685489931
0.7600000000000001,241.08,65.0,1410000000.0,6810501120.0,0.38999999999999996,-2.2089419756666668e+18,161.33333333333334,2.0,1612552877,104.75426484630833
0.76,241.08,65.0,1410000000.0,6810501120.0,0.39,-2.2089419745e+18,162.5,1.5,942477342,105.04897013603592
