,0,1,2,3,4,5,6,7,8,9,10
78,3.5311023134919275e-19,1.1403196945454892e-16,2.9425852612432726e-17,6.247334862331872e-10,3.083150802675816e-09,1.7655511567459638e-19,-1.0,8.850391054970152e-17,6.7905813720998605e-19,4.430733944916221e-19,4.527054248066573e-19
79,3.5311023164226007e-19,1.1403196954919088e-16,2.942585263685501e-17,6.247334867516909e-10,3.0831508052347073e-09,1.7655511582113004e-19,-1.0,8.933387056932392e-17,9.054108503647694e-19,4.4307339485935525e-19,4.527054251823847e-19
80,3.531102318287575e-19,1.140319696094176e-16,2.9425852652396457e-17,6.247334870816479e-10,3.083150806863093e-09,1.7655511591437875e-19,-1.0,8.986202694616457e-17,6.79058138132226e-19,4.430733950933673e-19,4.52705425421484e-19
81,3.531102320685399e-19,1.1403196968685194e-16,2.942585267237832e-17,6.247334875058782e-10,3.083150808956732e-09,1.7655511603426996e-19,-1.0,9.0314732432915e-17,6.790581385933459e-19,4.430733953942399e-19,4.527054257288973e-19
82,3.531102322283948e-19,1.1403196973847483e-16,2.9425852685699563e-17,6.247334877886985e-10,3.0831508103524908e-09,1.765551161141974e-19,-1.0,9.099379061270174e-17,6.790581389007593e-19,4.430733955948217e-19,4.527054259338395e-19
83,3.5311023254810466e-19,1.140319698417206e-16,2.942585271234205e-17,6.24733488354339e-10,3.083150813144009e-09,1.527880813910068e-19,-1.0,9.178602519119001e-17,1.1317635658593097e-18,4.430733959959851e-19,4.527054263437239e-19
84,1.5844689941158279e-19,3.398912345091896e-17,2.7615031040304428e-17,6.383146519152335e-10,3.083150816866034e-09,8.148697684024256e-20,-1.0,9.31064161304253e-17,1.5844689941158278e-18,4.527054268902365e-19,4.527054268902365e-19
85,1.584468996148171e-19,3.398912349451562e-17,2.7615031075725265e-17,6.383146527339775e-10,3.0831508208206843e-09,8.148697694476308e-20,-1.0,9.416272891394844e-17,6.790581412063591e-19,4.52705427470906e-19,4.52705427470906e-19
86,1.584468996985018e-19,3.398912351246719e-17,2.761503109031032e-17,6.383146530711075e-10,3.08315082244907e-09,8.148697698780095e-20,-1.0,9.491723800986443e-17,9.054108554200106e-19,4.527054277100053e-19,4.527054277100053e-19
87,1.5844689979414152e-19,3.3989123532983276e-17,2.7615031106978954e-17,6.383146534563988e-10,3.083150824310082e-09,8.148697703698707e-20,-1.0,9.552084530446818e-17,6.7905814197489225e-19,4.527054279832615e-19,4.527054279832615e-19
88,1.5844689993760108e-19,3.3989123563757394e-17,2.76150311319819e-17,6.383146540343358e-10,3.0831508271016003e-09,8.148697711076626e-20,-1.0,9.619990353354351e-17,1.1317635709828647e-18,4.527054283931459e-19,4.527054283931459e-19
89,1.5844690004519573e-19,3.3989123586837985e-17,2.7615031150734114e-17,6.383146544677885e-10,3.0831508291952387e-09,8.148697716610066e-20,-1.0,9.710531445626996e-17,6.790581430508388e-19,4.527054287005592e-19,4.527054287005592e-19
90,1.5844690015279033e-19,3.3989123609918576e-17,2.7615031169486323e-17,6.383146549012412e-10,3.083150831288877e-09,8.148697722143506e-20,-1.0,9.778437266572206e-17,9.05410858015945e-19,4.527054290079725e-19,4.527054290079725e-19
91,1.5844690027233998e-19,3.398912363556368e-17,2.7615031190322118e-17,6.383146553828555e-10,3.0831508336151426e-09,8.148697728291774e-20,-1.0,9.853888178841717e-17,9.054108586990858e-19,4.527054293495429e-19,4.527054293495429e-19
92,9.506814024230675e-20,7.532112939769047e-17,2.8520442072692025e-17,6.383146559126311e-10,3.0831508361740346e-09,9.054108594505406e-21,-1.0,9.914248910983418e-17,6.790581445879054e-19,4.527054297252703e-19,4.527054297252703e-19
