,0,1,2,3,4,5,6,7,8,9,10
115,3.395290864093478e-19,1.056433434726472e-16,2.98785596040226e-17,6.247335189931998e-10,3.083150964351253e-09,1.7202807044740288e-19,-1.0,1.4094229631392479e-16,9.05410897091594e-19,4.430734177256736e-19,4.52705448545797e-19
116,3.3952908658867217e-19,1.0564334352844339e-16,2.9878559619803154e-17,6.247335193231568e-10,3.0831509659796384e-09,1.7202807053826058e-19,-1.0,1.4147045274528008e-16,6.790581731773443e-19,4.4307341795968575e-19,4.527054487848962e-19
117,3.395290871266455e-19,1.0564334369583202e-16,2.9878559667144805e-17,6.247335203130277e-10,3.083150970864796e-09,1.7202807081083373e-19,-1.0,1.4296438095279287e-16,2.489879972262067e-18,4.430734186617219e-19,4.52705449502194e-19
118,3.3952908789517885e-19,1.0564334393495861e-16,2.9878559734775736e-17,6.247335217271291e-10,3.083150977843592e-09,1.7202807120022393e-19,-1.0,1.452537774119184e-16,1.8108218021076206e-18,4.430734196646306e-19,4.527054505269052e-19
119,3.3600804617824817e-19,1.0995310004520301e-16,2.917435131487783e-17,6.247335229841081e-10,3.0831509840469665e-09,1.7605212000357315e-19,-1.0,1.4728017353441774e-16,2.2635272571887975e-18,4.430734205561051e-19,4.527054514377595e-19
120,3.3500203467899647e-19,1.111844590772453e-16,2.89731489452105e-17,6.247335241311014e-10,3.083150989707546e-09,1.765551263848765e-19,-1.0,1.4916644652260717e-16,1.5844690829411992e-18,4.430734213695755e-19,4.527054522689141e-19
121,3.350020354372827e-19,1.1118445932891435e-16,2.897314901079201e-17,6.247335255452028e-10,3.083150996686342e-09,1.765551267845138e-19,-1.0,1.5131679776339422e-16,2.942585446408564e-18,4.430734223724843e-19,4.5270545329362515e-19
122,3.350020363775576e-19,1.1039131968458737e-16,2.93353134557645e-17,6.301659927534597e-10,3.0831510053400497e-09,1.7655512728006413e-19,-1.0,1.5423674837004577e-16,2.4898800001034685e-18,4.469262359953615e-19,4.52705454564267e-19
123,3.350020371644902e-19,1.1019303495433589e-16,2.9425854615799815e-17,6.315241106006268e-10,3.0831510125824895e-09,1.765551276947989e-19,-1.0,1.5653548643481884e-16,2.263527278138447e-18,4.478894401422884e-19,4.527054556276894e-19
124,3.366482396833929e-19,1.1023377872762444e-16,2.9467009732678406e-17,6.315241122178074e-10,3.083151020477694e-09,1.7737822897743566e-19,-1.0,1.5914654558137904e-16,2.7162327407217524e-18,4.478894412892251e-19,4.527054567869587e-19
125,3.531102572965542e-19,1.1064121395292032e-16,2.987856023278536e-17,6.31524114011145e-10,3.083151029232911e-09,1.8108218322900217e-19,-1.0,1.6194508886502807e-16,2.716232748435032e-18,4.478894425610957e-19,4.527054580725054e-19
126,3.5311025820482087e-19,1.1064121423751054e-16,2.987856030963869e-17,6.31524115635545e-10,3.0831510371633612e-09,1.8108218369477995e-19,-1.0,1.6455843443263126e-16,2.489880025803224e-18,4.478894437131525e-19,4.527054592369498e-19
127,3.4534959402687497e-19,1.1078672697523185e-16,2.968454375624262e-17,6.344343665549893e-10,3.083151044640644e-09,1.7720185161678598e-19,-1.0,1.669836426549421e-16,1.8108218413394187e-18,4.499534514574392e-19,4.527054603348547e-19
128,3.3500204147107476e-19,1.109807438738297e-16,2.9425854994080886e-17,6.383147006408316e-10,3.083151052217623e-09,1.7202807535001132e-19,-1.0,1.6944118699888336e-16,1.810821845789593e-18,4.527054614473983e-19,4.527054614473983e-19
129,3.350020421691795e-19,1.1098074410510046e-16,2.94258550554009e-17,6.383147019710041e-10,3.083151058642546e-09,1.7202807570849756e-19,-1.0,1.7147476903224216e-16,2.2635273119539155e-18,4.527054623907831e-19,4.527054623907831e-19
130,3.372655702920443e-19,1.1005496169912408e-16,2.9425855126151516e-17,6.349194125296539e-10,3.0831510660555794e-09,1.7202807612211656e-19,-1.0,1.7392943906872944e-16,2.4898800491358977e-18,4.5029745569479e-19,4.527054634792542e-19
131,3.3952909843262523e-19,1.0912917929089151e-16,2.9425855197494186e-17,6.315241230846829e-10,3.0831510735306456e-09,1.7202807653919677e-19,-1.0,1.7625332754191388e-16,2.263527322884168e-18,4.47889448996229e-19,4.527054645768336e-19
132,3.3952909930789934e-19,1.0912917957221627e-16,2.942585527335127e-17,6.315241247126928e-10,3.0831510814787197e-09,1.7202807698266898e-19,-1.0,1.788941098797843e-16,2.9425855273351276e-18,4.478894501508459e-19,4.527054657438658e-19
133,1.2963838376825109e-19,1.1801866907836916e-16,2.860275451394746e-17,6.383147086493886e-10,3.0831510909000955e-09,4.9797601383994866e-20,-1.0,1.8190528770021262e-16,2.7162328027633557e-18,4.52705467127226e-19,4.52705467127226e-19
134,1.0864931243844183e-19,1.1890761835450469e-16,2.852044451509097e-17,6.383147105758456e-10,3.0831511002051577e-09,4.9797601534285844e-20,-1.0,1.849679093353056e-16,2.942585545207799e-18,4.527054684935075e-19,4.527054684935075e-19
135,2.2182568014761195e-19,1.1100224940406955e-16,2.908632642751851e-17,6.340705984831612e-10,3.083151108347088e-09,1.2902105886136614e-19,-1.0,1.8758982900238102e-16,2.037174613600518e-18,4.496954599171357e-19,4.52705469689004e-19
136,3.350020482902349e-19,1.0625902807389721e-16,2.942585559306118e-17,6.31524131574159e-10,3.0831511149769446e-09,1.7655513355836704e-19,-1.0,1.8974018039141177e-16,2.0371746179811583e-18,4.478894550171341e-19,4.527054706624796e-19
137,3.350020489347783e-19,1.062590282783394e-16,2.9425855649676474e-17,6.315241327892104e-10,3.0831511209089223e-09,1.7655513389805884e-19,-1.0,1.9172076719443053e-16,1.1317636788337104e-18,4.478894558788727e-19,4.527054715334841e-19
138,3.3500204976889327e-19,1.0902996329015545e-16,2.9425855722943323e-17,6.315241343616298e-10,3.083151128585599e-09,1.720280796110533e-19,-1.0,1.9405974594720571e-16,2.9425855722943324e-18,4.478894569940637e-19,4.527054726606665e-19
139,3.350020505271796e-19,1.1290927219187007e-16,2.9425855789549555e-17,6.31524135791102e-10,3.083151135564396e-09,1.675010252635898e-19,-1.0,1.9647417557945396e-16,1.5844691578988223e-18,4.478894580078738e-19,4.527054736853778e-19
140,3.350020513787934e-19,1.1290927247889844e-16,2.9425855864353475e-17,6.315241373965091e-10,3.0831511434021216e-09,1.675010256893967e-19,-1.0,1.9898146793954527e-16,3.168938323853451e-18,4.478894591464604e-19,4.527054748362073e-19
141,3.385230949222752e-19,1.1233785788748363e-16,2.9023451080260444e-17,6.31524139190069e-10,3.0831511521584236e-09,1.795731721950256e-19,-1.0,2.0180604113345733e-16,2.2635273806095663e-18,4.478894604184886e-19,4.527054761219133e-19
142,3.395291078386203e-19,1.122664312705326e-16,2.8973150535562265e-17,6.315241405798338e-10,3.083151158943366e-09,1.8108219084726417e-19,-1.0,2.040569938110108e-16,2.037174647031722e-18,4.478894614041375e-19,4.527054771181604e-19
143,3.4028361785292803e-19,1.1135008022378313e-16,2.8973150610981016e-17,6.303923785279853e-10,3.083151166968983e-09,1.8108219131863138e-19,-1.0,2.0662232538586332e-16,2.9425856089277594e-18,4.470867932822591e-19,4.527054782965784e-19
144,3.4858321936670306e-19,1.0127021580822269e-16,2.897315070060909e-17,6.179429797864282e-10,3.083151176506672e-09,1.8108219187880684e-19,-1.0,2.0967808801300173e-16,2.9425856180306107e-18,4.382574324726442e-19,4.52705479697017e-19
145,3.485832203135363e-19,1.0127021608329619e-16,2.897315077930691e-17,6.179429814649053e-10,3.0831511848812283e-09,1.8108219237066823e-19,-1.0,2.1246977238158404e-16,2.2635274046333525e-18,4.382574336630533e-19,4.527054809266705e-19
146,3.38523099315478e-19,1.0533450553886218e-16,2.897315084780317e-17,6.269970925657404e-10,3.083151192170194e-09,1.7504611970547746e-19,-1.0,2.147836009029853e-16,2.2635274099846225e-18,4.446787890537166e-19,4.527054819969245e-19
147,3.304750027266894e-19,1.0858593719729277e-16,2.8973150923983724e-17,6.315241490462077e-10,3.083151200276878e-09,1.7202808361115333e-19,-1.0,2.1746325210558238e-16,2.716232899123474e-18,4.47889467408658e-19,4.527054831872457e-19
148,3.304750036243365e-19,1.0837851607028647e-16,2.8973151002681554e-17,6.315241507615744e-10,3.083151208651435e-09,1.7285118495917973e-19,-1.0,2.2017948560276465e-16,2.7162329065013955e-18,4.478894686252301e-19,4.527054844168993e-19
149,3.485832240219664e-19,1.0630430216212751e-16,2.897315108754007e-17,6.315241526112249e-10,3.083151217681576e-09,1.8108219429712547e-19,-1.0,2.2307062809977137e-16,2.9425856573282883e-18,4.47889469937039e-19,4.5270548574281355e-19
150,3.4858322510435045e-19,1.0630430249221249e-16,2.8973151177504464e-17,6.315241545721676e-10,3.083151227255054e-09,1.8108219485940294e-19,-1.0,2.2614380258018507e-16,3.1689384100395506e-18,4.478894713277785e-19,4.527054871485073e-19
151,3.44879272103402e-19,1.0790070696818862e-16,2.897315126023807e-17,6.259682253809959e-10,3.083151236059075e-09,1.8108219537648797e-19,-1.0,2.290278221068535e-16,2.7162329306473192e-18,4.439490960148907e-19,4.527054884412198e-19
152,3.440561721628435e-19,1.0825546374907998e-16,2.897315134002893e-17,6.247335757693738e-10,3.0831512445499456e-09,1.8108219587518086e-19,-1.0,2.3182293617770544e-16,2.942585682971688e-18,4.430734579924638e-19,4.52705489687952e-19
153,3.407637696404323e-19,1.0535321033094673e-16,2.897315142836525e-17,6.247335776741258e-10,3.0831512539501746e-09,1.769666919630264e-19,-1.0,2.3474837464118663e-16,2.7162329464092428e-18,4.430734593433518e-19,4.527054910682071e-19
154,3.350020642268861e-19,1.0027426652196659e-16,2.897315150070366e-17,6.247335792339228e-10,3.0831512616479997e-09,1.72028087035428e-19,-1.0,2.3731827913249976e-16,2.2635274609924737e-18,4.430734604495906e-19,4.527054921984947e-19
155,3.3500206511155364e-19,1.0027426678676907e-16,2.897315157721545e-17,6.247335808837081e-10,3.0831512697899306e-09,1.7202808748971668e-19,-1.0,2.3997163695659823e-16,2.9425857070609436e-18,4.430734616196512e-19,4.527054933939914e-19
156,3.3907641549357694e-19,1.1112833400494162e-16,2.8973151657662114e-17,6.308451067961274e-10,3.0831512783505886e-09,1.8017678687108629e-19,-1.0,2.426954156823853e-16,2.489880220580338e-18,4.474078771603741e-19,4.527054946509705e-19
157,3.395291214800893e-19,1.123343416054258e-16,2.8973151699634284e-17,6.315241659529661e-10,3.083151282817019e-09,1.810821981227143e-19,-1.0,2.442346147180109e-16,6.790582429601786e-19,4.478894793992667e-19,4.527054953067857e-19
158,3.395291216594138e-19,1.123343416647559e-16,2.8973151714936645e-17,6.315241662865096e-10,3.083151284445405e-09,1.8108219821835406e-19,-1.0,2.447627712584752e-16,9.054109910917702e-19,4.478894796358224e-19,4.527054955458851e-19
159,3.395291222486228e-19,1.1233434185969765e-16,2.897315176521581e-17,6.315241673824384e-10,3.0831512897958165e-09,1.8108219853259883e-19,-1.0,2.4649814275250013e-16,2.489880229823234e-18,4.478894804130768e-19,4.52705496331497e-19
160,3.3952912278659626e-19,1.12334342037688e-16,2.897315181112288e-17,6.31524168383069e-10,3.0831512946809748e-09,1.81082198819518e-19,-1.0,2.4808261238273968e-16,4.52705497048795e-19,4.47889481122744e-19,4.52705497048795e-19
161,3.3952912309400963e-19,1.0994405711281492e-16,2.897315183735549e-17,6.315241689548579e-10,3.083151297472494e-09,1.7712102588070835e-19,-1.0,2.4898802360227376e-16,2.0371747385640578e-18,4.478894815282681e-19,4.527054974586795e-19
162,3.395291236063653e-19,1.091472956019929e-16,2.897315188107651e-17,6.315241699078394e-10,3.083151302125026e-09,1.7655514427530993e-19,-1.0,2.5049704230514063e-16,9.054109962836409e-19,4.478894822041415e-19,4.527054981418204e-19
163,3.395291237856898e-19,1.0914729565963975e-16,2.897315189637886e-17,6.315241702413831e-10,3.083151303753412e-09,1.765551443685587e-19,-1.0,2.5102519885222e-16,6.790582475713796e-19,4.478894824406972e-19,4.527054983809197e-19
164,3.3952912401624985e-19,1.0914729573375711e-16,2.897315191605332e-17,6.315241706702247e-10,3.083151305847051e-09,1.7655514448844992e-19,-1.0,2.5170425727071324e-16,6.790582480324997e-19,4.478894827448403e-19,4.527054986883331e-19
165,3.395291244389433e-19,1.0914729586963897e-16,2.8973151952123164e-17,6.315241714564346e-10,3.0831513096853904e-09,1.7655514470825053e-19,-1.0,2.5289260951960627e-16,2.0371747466336596e-18,4.478894833024359e-19,4.527054992519244e-19
166,3.395291248616367e-19,1.0914729600552082e-16,2.8973151988192997e-17,6.315241722426443e-10,3.083151313523729e-09,1.765551449280511e-19,-1.0,2.54194138146412e-16,6.790582497232734e-19,4.478894838600314e-19,4.527054998155156e-19
167,3.3862371418392897e-19,1.0936278392740217e-16,2.897315201573724e-17,6.315241728430226e-10,3.083151316454824e-09,1.7655514509589882e-19,-1.0,2.5514481993858605e-16,1.3581165007376831e-18,4.478894842858316e-19,4.527055002458944e-19
168,3.3500207113878145e-19,1.1022473551468985e-16,2.89731520984892e-17,6.315241746467569e-10,3.0831513252607977e-09,1.7655514560016857e-19,-1.0,2.5795982578598056e-16,2.7162330092333626e-18,4.478894855650758e-19,4.527055015388937e-19
169,3.3500207203218067e-19,1.1022473580864236e-16,2.897315217575617e-17,6.315241763309353e-10,3.083151333483091e-09,1.7655514607101415e-19,-1.0,2.6066782848125624e-16,2.4898802651040456e-18,4.478894867595285e-19,4.527055027461902e-19
170,3.289659991884321e-19,1.115345639083275e-16,2.897315222210045e-17,6.269971223063924e-10,3.0831513384147748e-09,1.7202809131872143e-19,-1.0,2.622673883438051e-16,9.05411006940639e-19,4.446788101463776e-19,4.527055034703195e-19
171,3.2594796274456074e-19,1.1218947795466255e-16,2.8973152243960955e-17,6.247335952604081e-10,3.0831513407410403e-09,1.7202809144851816e-19,-1.0,2.63021897714708e-16,6.790582557178348e-19,4.430734718158923e-19,4.527055038118899e-19
172,3.2594796327577107e-19,1.1218947813750221e-16,2.897315229117965e-17,6.247335962785612e-10,3.0831513457657746e-09,1.7202809172887917e-19,-1.0,2.6456109685883417e-16,2.4898802750232512e-18,4.430734725379867e-19,4.52705504549682e-19
173,3.259479640873425e-19,1.121894784168406e-16,2.897315236331933e-17,6.247335978340731e-10,3.083151353442453e-09,1.7202809215720855e-19,-1.0,2.670962483493501e-16,2.4898802812227554e-18,4.430734736411866e-19,4.527055056768646e-19
174,3.3335587323871657e-19,1.108153117233044e-16,2.8973152439513146e-17,6.302895306976474e-10,3.083151361550547e-09,1.7573204675670617e-19,-1.0,2.6977132704688727e-16,2.7162330412043574e-18,4.470138515586152e-19,4.527055068673929e-19
175,3.3500207597527003e-19,1.105099415761124e-16,2.897315251678011e-17,6.315241837641915e-10,3.08315136977284e-09,1.7655514814912881e-19,-1.0,2.7239290420854053e-16,2.4898802944107906e-18,4.478894920313415e-19,4.527055080746892e-19
176,3.3751710742115537e-19,1.104732224060785e-16,2.902345320149131e-17,6.315241853461409e-10,3.0831513774960432e-09,1.7655514859139424e-19,-1.0,2.748425447018171e-16,2.263527546043516e-18,4.478894931532914e-19,4.527055092087032e-19
177,3.5763735290090586e-19,1.1017946702407908e-16,2.9425858150074534e-17,6.315241864515995e-10,3.0831513828929802e-09,1.7655514890044718e-19,-1.0,2.766936077127008e-16,1.35811653000344e-18,4.478894939373046e-19,4.527055100011466e-19
178,3.5763735353413203e-19,1.1017946721916082e-16,2.942585820217542e-17,6.315241875697647e-10,3.0831513883519516e-09,1.765551492130525e-19,-1.0,2.784138891436597e-16,2.2635275540134938e-18,4.478894947303296e-19,4.527055108026987e-19
179,3.5763735416376017e-19,1.1017946741313412e-16,2.9425858253980266e-17,6.315241886815765e-10,3.0831513937799055e-09,1.7655514952388163e-19,-1.0,2.802247116802121e-16,1.5844692905989375e-18,4.478894955188486e-19,4.527055115996964e-19
180,3.5582653290667614e-19,1.145417379769918e-16,2.942585831925438e-17,6.2812889873793e-10,3.0831514006191274e-09,1.765551499155263e-19,-1.0,2.8235242821106093e-16,2.4898803193215247e-18,4.454814884666171e-19,4.527055126039136e-19
181,3.531103007916357e-19,1.2108514378556259e-16,2.942585839930297e-17,6.247336090928938e-10,3.0831514090063736e-09,1.7655515039581784e-19,-1.0,2.8508100857618417e-16,2.7162330830125818e-18,4.430734816261659e-19,4.527055138354304e-19
182,3.5311030173332683e-19,1.2108514410847814e-16,2.942585847777723e-17,6.247336107589628e-10,3.083151417228667e-09,1.7655515086666342e-19,-1.0,2.877848959126614e-16,2.489880332734997e-18,4.430734828077751e-19,4.527055150427267e-19
183,1.8007619420346777e-19,1.173749711977559e-16,2.902345364676004e-17,6.247336122924776e-10,3.0831514247967862e-09,7.695993774617479e-20,-1.0,2.9023453646760034e-16,2.2635275807698464e-18,4.430734838953743e-19,4.527055161539693e-19
184,1.5844693104876547e-19,1.169111998381248e-16,2.897315310605997e-17,6.247336138494181e-10,3.083151432480514e-09,7.695993793797178e-20,-1.0,2.9277700454049803e-16,2.716233103693122e-18,4.430734849995874e-19,4.527055172821871e-19
185,2.4144294328166755e-19,1.131858110282536e-16,2.916178049323891e-17,6.247336157413148e-10,3.0831514418173e-09,1.1845794404756815e-19,-1.0,2.9576760552004276e-16,2.942585871245323e-18,4.430734863413581e-19,4.527055186531267e-19
186,3.576373608288248e-19,1.0797026652870218e-16,2.942585880237166e-17,6.247336176503522e-10,3.083151451238678e-09,1.7655515281422995e-19,-1.0,2.987856432240815e-16,2.9425858802371665e-18,4.430734876952854e-19,4.527055200364871e-19
187,3.5763736184686017e-19,1.0797026683604574e-16,2.942585888613406e-17,6.253509451395902e-10,3.0831514600150455e-09,1.7655515331680436e-19,-1.0,3.016253423447224e-16,2.7162331279508363e-18,4.435113086096385e-19,4.527055213251394e-19
188,3.485832523815366e-19,1.1502794623068138e-16,2.9425858967272574e-17,6.315242039899268e-10,3.083151468516491e-09,1.7655515380363547e-19,-1.0,3.0442388640687447e-16,2.7162331354405452e-18,4.478895063758347e-19,4.527055225734242e-19
189,3.4858325329489612e-19,1.1502794653207811e-16,2.942585904437435e-17,6.315242056446495e-10,3.083151476594979e-09,1.765551542662461e-19,-1.0,3.0708524695026566e-16,2.263527618798027e-18,4.478895075493967e-19,4.527055237596053e-19
190,3.4858325422419555e-19,1.1114222441610585e-16,2.94258591228217e-17,6.315242073282504e-10,3.0831514848144526e-09,1.765551547369302e-19,-1.0,3.097511803048479e-16,2.2635276248324384e-18,4.4788950874344e-19,4.527055249664877e-19
191,3.485832550006991e-19,1.0803364671865818e-16,2.94258591883707e-17,6.315242087350328e-10,3.083151491682476e-09,1.7655515513022424e-19,-1.0,3.1191410739672945e-16,1.8108221038997355e-18,4.4788950974115795e-19,4.527055259749339e-19
192,3.4858325567700887e-19,1.080336469282615e-16,2.9425859245461784e-17,6.315242099602952e-10,3.0831514976643047e-09,1.7655515547277072e-19,-1.0,3.139189467636736e-16,1.8108221074130327e-18,4.478895106101384e-19,4.527055268532582e-19
193,3.485832564334735e-19,1.1108790045717135e-16,2.942585930931919e-17,6.292606836915951e-10,3.083151504355089e-09,1.7655515585591515e-19,-1.0,3.1608905965771246e-16,2.2635276391783994e-18,4.462841728309185e-19,4.527055278356799e-19
194,3.48583257330893e-19,1.1719640734782027e-16,2.942585938507539e-17,6.247336300216006e-10,3.0831515122925914e-09,1.7655515631045234e-19,-1.0,3.186635373687255e-16,2.7162331740069588e-18,4.430734964692204e-19,4.527055290011598e-19
195,3.485832583446742e-19,1.171964076886614e-16,2.9425859470654313e-17,6.24733631838507e-10,3.0831515212592896e-09,1.7655515682392587e-19,-1.0,3.215341029081881e-16,2.9425859470654318e-18,4.430734977578065e-19,4.527055303177587e-19
196,1.0789481838062599e-19,1.1269387427090557e-16,2.8595899416963114e-17,6.309583347608287e-10,3.083151530448042e-09,4.0743497850026595e-20,-1.0,3.245521407442397e-16,2.9425859558352547e-18,4.474881806814388e-19,4.527055316669622e-19
197,8.60140512622551e-20,1.1228455333987964e-16,2.852044857643195e-17,6.31524218478136e-10,3.083151539249083e-09,4.0743497966331356e-20,-1.0,3.2740670155907504e-16,2.2635276647961866e-18,4.478895166511603e-19,4.527055329592374e-19
198,2.3188583474619597e-19,1.1200538523775478e-16,2.9023454804458806e-17,6.277516741068386e-10,3.0831515477787257e-09,1.1619442044766003e-19,-1.0,3.301732362850392e-16,2.2635276710583124e-18,4.452139532672615e-19,4.527055342116625e-19
199,3.485832621846098e-19,1.1178205077743355e-16,2.942585979480472e-17,6.247336387204695e-10,3.0831515552227776e-09,1.7655515876882837e-19,-1.0,3.3258766660384417e-16,2.2635276765234406e-18,4.430735026386309e-19,4.527055353046881e-19
200,3.485832630420201e-19,1.117820510523839e-16,2.942585986718352e-17,6.24733640257127e-10,3.0831515628064062e-09,1.765551592031011e-19,-1.0,3.350020969494739e-16,2.4898804503001437e-18,4.430735037284589e-19,4.527055364182079e-19
201,3.381362131636246e-19,1.1116149654872633e-16,2.904280141899721e-17,6.247336420345442e-10,3.083151571578219e-09,1.7655515970541465e-19,-1.0,3.378576251404207e-16,3.1689387639433404e-18,4.430735049890385e-19,4.527055377061915e-19
202,3.3500209894376745e-19,1.110486687444678e-16,2.897315450324475e-17,6.24733643976215e-10,3.0831515811606474e-09,1.765551602541477e-19,-1.0,3.4096272187542453e-16,2.942586004235795e-18,4.4307350636611e-19,4.5270553911319925e-19
203,3.350020995883109e-19,1.1104866895812524e-16,2.8973154558989053e-17,6.247336451782015e-10,3.083151587092626e-09,1.7655516059383956e-19,-1.0,3.429244465380345e-16,1.1317638499605098e-18,4.430735072185827e-19,4.52705539984204e-19
204,1.048767835562827e-19,1.1158437064847954e-16,2.8595899976856945e-17,6.247336459323893e-10,3.0831515908146524e-09,2.263527702653584e-20,-1.0,3.4413166172676656e-16,1.5844693918575089e-18,4.430735077534676e-19,4.527055405307168e-19
205,5.885172036351063e-20,1.1169151113911803e-16,2.8520449099239765e-17,6.247336469357282e-10,3.0831515957662764e-09,2.2635277062888703e-20,-1.0,3.4573768908058e-16,1.8108221650310962e-18,4.430735084650556e-19,4.5270554125777405e-19
206,5.885172048361333e-20,1.1169151136705446e-16,2.8520449157443384e-17,6.247336482106646e-10,3.0831516020582733e-09,2.2635277109082052e-20,-1.0,3.477281570112982e-16,2.263527710908205e-18,4.430735093692656e-19,4.52705542181641e-19
207,1.5391988469015985e-19,1.120763113315967e-16,2.867135106973566e-17,6.269971773407982e-10,3.0831516090370724e-09,8.9032090163916e-20,-1.0,3.500419861303341e-16,2.2635277160317625e-18,4.446788491778711e-19,4.527055432063525e-19
208,3.440562136156087e-19,1.1284591101047737e-16,2.89731548307881e-17,6.315242342023344e-10,3.0831516160158716e-09,1.7202810680780436e-19,-1.0,3.5230551464381916e-16,2.2635277211553205e-18,4.47889527803074e-19,4.527055442310641e-19
209,3.440562144376551e-19,1.1284591128009775e-16,2.897315490001306e-17,6.315242357112221e-10,3.083151623382382e-09,1.7202810721882754e-19,-1.0,3.5469479475250364e-16,2.4898804992198724e-18,4.478895288732072e-19,4.527055453127041e-19
210,3.414154330688818e-19,1.1523053807041393e-16,2.8973154983083005e-17,6.315242375218874e-10,3.0831516322221935e-09,1.7504614468945982e-19,-1.0,3.5752420543577817e-16,2.9425860529693677e-18,4.47889530157367e-19,4.52705546610672e-19
211,3.395291609699067e-19,1.169338430380359e-16,2.897315506943204e-17,6.315242394040265e-10,3.0831516414109463e-09,1.7655516370435147e-19,-1.0,3.6050451802538093e-16,2.9425860617391914e-18,4.478895314922174e-19,4.527055479598756e-19
212,3.407638134518767e-19,1.1403241235657733e-16,2.897315515339628e-17,6.315242412341846e-10,3.083151650345924e-09,1.7490896221865652e-19,-1.0,3.633579358655338e-16,2.716233295630901e-18,4.478895327902018e-19,4.527055492718169e-19
213,3.4405621842359667e-19,1.0629526327086912e-16,2.89731552356713e-17,6.315242430275229e-10,3.0831516591011446e-09,1.7202810921179834e-19,-1.0,3.662799454509582e-16,2.7162333033441844e-18,4.47889534062073e-19,4.527055505573641e-19
214,3.44056219343974e-19,1.0629526355521725e-16,2.897315531317676e-17,6.315242447168997e-10,3.0831516673488165e-09,1.72028109671987e-19,-1.0,3.689550246912353e-16,2.4898805347261278e-18,4.478895352602124e-19,4.527055517683869e-19
215,3.4066092863102573e-19,1.1531919453370098e-16,2.897315539187461e-17,6.371830658447425e-10,3.0831516757233762e-09,1.758006564142392e-19,-1.0,3.7163353354864167e-16,2.942586094487265e-18,4.519028835778315e-19,4.527055529980408e-19
216,3.3952916572666437e-19,1.1712398100907019e-16,2.897315547534203e-17,6.38314831566129e-10,3.0831516846054845e-09,1.7655516617786548e-19,-1.0,3.7446980350871746e-16,2.716233325813315e-18,4.527055543022192e-19,4.527055543022192e-19
217,3.42471753145345e-19,1.1440797447556928e-16,2.897315558665179e-17,6.294870756756143e-10,3.083151696450411e-09,1.7338622796386934e-19,-1.0,3.7832603318382664e-16,4.75340833843506e-18,4.464447345217123e-19,4.527055560414343e-19
218,3.440562240834115e-19,1.129455096665399e-16,2.897315571228729e-17,6.247336700461947e-10,3.0831517098197967e-09,1.723514731545661e-19,-1.0,3.8269787707022333e-16,3.395291685033667e-18,4.430735248554573e-19,4.527055580044889e-19
219,3.5311033629397713e-19,1.0664837567196813e-16,2.942586135783143e-17,6.1794308851446e-10,3.0831517189919335e-09,1.7655516814698857e-19,-1.0,3.856598660113322e-16,2.48988057643189e-18,4.382575095847234e-19,4.527055593512527e-19
220,3.5311033719497815e-19,1.0664837594409354e-16,2.9425861432914846e-17,6.179430900912117e-10,3.083151726858944e-09,1.7655516859748908e-19,-1.0,3.881744406087452e-16,2.7162333630382932e-18,4.382575107029871e-19,4.527055605063823e-19
221,3.4745151867649756e-19,1.119676665983819e-16,2.9199508735679593e-17,6.213383835615542e-10,3.083151735624739e-09,1.7429164129049062e-19,-1.0,3.9106215446260295e-16,2.942586151657634e-18,4.406655202564215e-19,4.527055617934821e-19
222,3.3952917217037043e-19,1.1728695723453276e-16,2.8973156025204943e-17,6.247336767934816e-10,3.083151743118641e-09,1.7202811389965434e-19,-1.0,3.93530478601277e-16,1.810822251575309e-18,4.430735296407672e-19,4.527055628938272e-19
223,3.3952917285656126e-19,1.1728695747157052e-16,2.8973156083759894e-17,6.247336780560728e-10,3.083151749349712e-09,1.7202811424732437e-19,-1.0,3.953817217914656e-16,2.0371750371393678e-18,4.430735305362218e-19,4.527055638087483e-19
224,3.4196681909626014e-19,1.132575300154114e-16,2.9216920694680475e-17,6.247336796931677e-10,3.0831517574290147e-09,1.7481399509808818e-19,-1.0,3.981023091556462e-16,3.1689389549653438e-18,4.430735316972822e-19,4.527055649950491e-19
225,3.4405623053616703e-19,1.0980373515335178e-16,2.942586182217218e-17,6.247336817630403e-10,3.083151767644137e-09,1.765551709330331e-19,-1.0,4.0142049303345657e-16,3.395291748712175e-18,4.430735331652768e-19,4.527055664949567e-19
226,3.4556525008689886e-19,1.117156619844249e-16,2.942586190696301e-17,6.224701557242175e-10,3.0831517765282602e-09,1.7655517144177806e-19,-1.0,4.0436667328218054e-16,2.2635278389971548e-18,4.414681955490905e-19,4.527055677994309e-19
227,3.4858328795952185e-19,1.1553951526367426e-16,2.942586197060899e-17,6.179431013827887e-10,3.083151783196891e-09,1.7655517182365393e-19,-1.0,4.06416424370988e-16,2.0371750595036992e-18,4.382575187111977e-19,4.527055687785998e-19
228,3.4858328891762717e-19,1.1553951558124261e-16,2.9425862051488015e-17,6.179431030812483e-10,3.0831517916711484e-09,1.7655517230892809e-19,-1.0,4.0921349918855037e-16,3.395291775171694e-18,4.382575199157791e-19,4.527055700228926e-19
229,3.3677357993550837e-19,1.1621326009803764e-16,2.9012522315893594e-17,6.303433020125457e-10,3.083151805771792e-09,1.7655517311639454e-19,-1.0,4.138319414461756e-16,5.4324668651198314e-18,4.4705198724294025e-19,4.5270557209331935e-19
