GPU Util,Power Draw,GPU Temp,GPU Clock,Mem Used,Mem Util,Time,Time Delta,Iter
-4.086427994002794,-2.853168057278189,-6.441715069767496,-16.226156162152577,-20.149401589675485,-3.7110085739233143,-1.4803963179728836,-1.4803846181902842,1.7018906192001577
0.4752437247607643,0.2635826477806073,-4.5053200271644265,0.6778722245904469,0.043589260994570105,0.5076163652198395,-1.4672330873457295,-1.4670870989591085,0.7504215504989706
0.4752437247607637,0.2635826477806068,-4.5053200271644265,0.6778722245904469,0.043589260994570105,0.39403800147367823,-1.4529415798076768,-1.452920987562664,1.9397578863754548
-1.1835459911532566,-2.472251545601064,-3.924401514383505,0.6778722245904469,0.043589260994570105,-1.1960590909725881,-1.4434139079551755,-1.4432679736022551,-0.9146493197281069
-1.1835459911532564,-2.472251545601064,-3.924401514383505,0.6778722245904469,0.043589260994570105,-1.1960590909725881,-1.438273979965991,-1.4381280570778814,-0.43891478537751333
-1.1835459911532562,-2.472251545601064,-3.924401514383505,0.6778722245904469,0.043589260994570105,-1.1960590909725881,-1.4312356810033173,-1.4313584109238282,0.03681974897308026
-1.1835459911532566,-2.472251545601064,-3.924401514383505,0.6778722245904469,0.043589260994570105,-1.1960590909725881,-1.4268031647051855,-1.4266572677612914,-1.1525165869034038
-1.1835459911532566,-2.472251545601064,-3.924401514383505,0.6778722245904469,0.043589260994570105,-1.1960590909725881,-1.4239824724279382,-1.4238365818637693,-1.1525165869034038
-1.1835459911532566,-2.472251545601064,-3.924401514383505,0.6778722245904469,0.043589260994570105,-1.1960590909725881,-1.4211617801506908,-1.4210158959662471,-1.1525165869034038
-1.1835459911532566,-2.472251545601064,-3.5371225058628912,0.6778722245904469,0.043589260994570105,-0.741745635987941,-1.4183410878734437,-1.418195210068725,-0.6767820525528101
0.5344862146148373,0.09269367573433684,-2.3752854803010495,0.6778722245904469,0.043589260994570105,0.6211947289660008,-1.414580164837114,-1.4144342955386955,-1.1525165869034038
0.5344862146148366,0.09269367573433684,-2.3752854803010495,0.6778722245904469,0.043589260994570105,0.6211947289660008,-1.4120728829733602,-1.4119270191853424,-0.9146493197281069
